Player;Age;Tm;PER;TRB%;AST%;STL%;BLK%
Jeff Cook;26;PHO;9;12.9;13.3;1;1.3
Reggie Johnson;25;PHI;7.4;8.6;5.4;0.7;1.7
Paul Mokeski;26;CLE;9.9;14.6;6.7;1.1;2.5
Charles Bradley;23;BOS;8.7;7.9;6.5;2.8;2.8
Pete Verhoeven;23;POR;10.9;10.2;8.5;1.6;1
David Thirdkill;22;PHO;7.5;7.6;9.1;1.7;0.4
Russ Schoene;22;IND;12.3;10.5;7;1.1;1.5
Corny Thompson;22;DAL;6;12.4;7.7;1.1;0.7
Linton Townes;23;POR;11.9;7.1;8.9;1.8;0.5
Jose Slaughter;22;IND;10.5;7.1;13.3;3.2;0.8
Carlos Terry;26;WSB;7.9;10.7;11.8;2.3;1.5
Scott Wedman;30;BOS;10.3;7.9;8.2;1.8;0.7
Sleepy Floyd;22;NJN;12.1;4.8;19.3;1.8;1.1
Dwight Jones;30;LAL;8.8;12.9;5.1;1.2;1
Darren Tillis;22;CLE;11.6;14.3;4.9;0.8;3.4
Jim Brogan;24;SDC;13.4;7.6;19.7;2.6;1.1
George Johnson;34;ATL;10.8;13.5;4.6;1.1;7.2
Joel Kramer;27;PHO;8.8;10.6;10;1.5;0.7
Clay Johnson;26;LAL;9.4;8.5;6.1;2.3;0.5
Mark Radford;23;SEA;12.1;5.7;33.1;3.6;0.5
James Ray;25;DEN;11.9;14.7;10.7;2.4;2.2
Eddie Phillips;21;NJN;7.5;10.5;9.2;1.6;1.1
Ray Tolbert;24;DET;10.1;12;6.3;1.1;3.1
Mike Sanders;22;SAS;14.2;13;6.5;2.1;0.8
John Lucas;29;WSB;14.4;4.2;39.2;3.1;0.1
James Edwards;27;CLE;14.7;14.3;5.4;0.9;2.1
Mike McGee;23;LAL;9.4;7.7;8.3;1.3;0.7
Hank McDowell;23;POR;10.1;13.3;7.1;0.8;1.1
Bob Gross;29;SDC;8.7;10.1;11.1;2.7;1.1
Allan Bristow;31;DAL;10.2;8.6;23.2;0.8;0.1
Chris Engler;23;GSW;5.8;15.3;3.7;0.9;2.6
Mark Landsberger;27;LAL;10.2;19.9;3.8;1;0.6
Rickey Williams;25;UTA;9.6;5.6;14.6;2.6;0.6
Eddie Jordan;28;LAL;5.2;4.3;27.2;4.3;0.2
Vince Taylor;22;NYK;7.6;6.6;18;3.1;0.4
Audie Norris;22;POR;5;12.4;9.7;2;0.4
Keith Edmonson;22;ATL;6.8;6.7;10.3;1.7;1.1
Jeff Judkins;26;POR;10.9;7.8;7.3;2.3;0.4
Rickey Brown;24;ATL;12.4;15.3;4.3;0.8;0.9
Ed Rains;26;SAS;8.2;8.2;9.2;1.6;0.2
James Edwards;27;PHO;14.4;11.4;13.4;0.8;1
Billy Ray Bates;26;WSB;9.9;3.6;7.9;2.3;0.6
Joe Cooper;25;SDC;11.6;14.7;6.8;1.4;4
Ricky Pierce;23;DET;5.8;6.9;6.7;1.4;0.8
Kenny Dennard;24;KCK;7.6;12.6;3;3.2;0.3
Kevin Porter;32;WSB;8.4;1.3;29.8;2.3;0
Kenny Natt;24;UTA;9.1;5.3;18.7;1.1;0
Freeman Williams;26;UTA;5.9;4.1;6.6;1.3;0.2
Scott Lloyd;30;DAL;11.1;12;12.2;1.4;1.6
Joe Kopicki;22;WSB;15.1;17.1;6.2;2.2;0.6
Mark McNamara;23;PHI;7.6;22;5.1;0.8;0.9
Jawann Oldham;25;CHI;14.5;14.7;4.1;1.3;4
Charles Pittman;24;PHO;6.8;10.1;5.2;0.6;2.3
Armond Hill;29;MIL;12.6;6.5;20.1;2.6;0
Phil Ford;26;NJN;9.1;2.4;30.4;1.7;0
Scott May;28;DET;9.9;8.7;10;1.5;0.7
Derek Smith;21;GSW;6.9;13.4;1.7;0;1.4
Mickey Johnson;30;MIL;9.8;9;10.5;0.3;0.7
Geoff Crompton;27;SAS;9.7;17.7;5.6;0.9;1.8
Carl Nicks;24;CLE;12.1;10;11.5;2;0
Oliver Robinson;22;SAS;14.1;6.3;20.5;1.3;0.7
Randy Smith;34;ATL;11.5;3;15.3;0.7;0
Mike Bratz;27;CHI;7;7.3;20.8;2.3;0
Joe Hassett;27;GSW;7.5;4.3;19.4;0.7;0
Jim Johnstone;22;DET;5.6;11.4;8.6;0.7;2.3
Hank McDowell;23;GSW;9.9;12.5;3.8;0.7;1.7
James Wilkes;24;DET;6.9;7.7;9.4;1.1;0.4
Billy Paultz;34;SAS;9.4;14.4;3.8;1.9;2.6
Larry Kenon;30;GSW;9.6;11.6;5.3;0.4;0
Scott Hastings;22;NYK;5.4;18.6;1.4;2.5;0
Hutch Jones;23;SDC;13;11.4;6.6;1.6;0
Bill Willoughby;25;NJN;4.7;7.4;12.5;0.5;0.7
Chubby Cox;27;WSB;1.6;7.1;11.5;0;0.7
Chuck Nevitt;23;HOU;14.8;14.2;0;0.7;10.4
Jan Van Breda Kolff;31;NJN;8.6;11.7;9.8;1.5;1.9
Dave Magley;23;CLE;3.9;10.2;4.8;1.8;0
Jim Johnstone;22;SAS;1.7;16.2;2.1;0.9;1
Steve Lingenfelter;24;WSB;3.2;12.5;9.9;0.9;3.3
Swen Nater;33;SDC;6.6;14.5;2.5;0.9;0
James Bailey;25;NJN;5;6.8;5.6;0.9;1.2
Terry Duerod;26;GSW;4.2;3.3;13.9;1.9;1.1
J.J. Anderson;22;PHI;3.9;13.2;2.8;1;0
Joe Cooper;25;WSB;7.2;15.3;5.8;0;0
Leon Douglas;28;KCK;2;8.2;0;0;3.7
Guy Morgan;22;IND;9.9;19.9;19.4;2;0
Darren Tillis;22;BOS;1.5;11;5.9;0;2.5
Robert Smith;27;SDC;6.3;4;16.1;4.3;0
Scott Hastings;22;ATL;8.8;12.6;6.5;1.2;1.3
Larry Spriggs;23;CHI;15.7;12.3;11.3;1.2;2.7
Coby Dietrick;34;SAS;4.9;12.8;19.5;1.4;0
Calvin Garrett;26;HOU;6.4;11;12.1;0;0
Dwight Anderson;22;DEN;10.6;3.1;11.5;1.3;0
Jim Zoet;29;DET;-0.8;13.9;3.8;1.5;5.3
Mike Davis;26;NYK;21.1;20.9;0;0;8.8
Billy Ray Bates;26;LAL;-7.3;2.1;0;1.7;0
John Greig;21;SEA;19.9;12.3;0;0;2
Robert Smith;27;SAS;7.8;6.5;10.9;1.9;0
Larry Kenon;30;CHI;1.1;8.6;0;1.8;0
Sam Pellom;31;MIL;6.7;22;0;0;0
Jim Smith;24;DET;14.2;14.4;0;0;0
Steve Mix;35;LAL;13.2;3.3;15.3;0;0
John Douglas;26;SDC;7.8;4.7;10;0;0
Joe Cooper;25;LAL;-5.7;10.1;0;4.2;4.8
Sam Pellom;31;ATL;6.6;0;17.8;0;0
Jeff Ruland;25;WSB;19.6;17.4;14.9;1.1;1.3
Sidney Moncrief;26;MIL;19.8;9.8;17.1;1.7;0.5
Norm Nixon;28;SDC;16.9;3.8;41.1;1.5;0.1
Larry Bird;27;BOS;24.2;14.9;26.2;2.3;1.3
Rolando Blackman;24;DAL;19.8;7.2;14.2;0.9;0.7
Isiah Thomas;22;DET;20.9;5.8;41.5;3.1;0.6
Buck Williams;23;NJN;15.8;19;5.8;1.3;2.4
Jack Sikma;28;SEA;19.7;17.3;16;1.5;1.7
Adrian Dantley;27;UTA;24.6;7.9;16.2;0.9;0.1
Joe Barry Carroll;25;GSW;16.8;11.7;10.1;1.6;2.7
Dominique Wilkins;24;ATL;19.2;11.2;7.3;2;1.8
Purvis Short;26;GSW;16.9;8.1;13;1.6;0.2
Eddie Johnson;24;KCK;16.6;8.9;16;1.2;0.4
Terry Cummings;22;SDC;19.8;15.1;7.2;1.5;1.1
Mark Aguirre;24;DAL;23.5;9.4;21;1.3;0.4
Larry Nance;24;PHO;19.4;13.7;10.2;1.4;3.5
Alex English;30;DEN;22.2;8.5;20.9;1.3;1.7
Robert Parish;30;BOS;19.2;17;7;0.9;2.3
Bill Laimbeer;26;DET;19.2;18.6;6.8;0.8;1.6
Mike Mitchell;28;SAS;17.1;10.6;4.6;1;1.3
Gus Williams;30;SEA;18.9;4.1;36.2;3.2;0.5
Rickey Green;29;UTA;18;4.4;35.9;3.6;0.2
Kiki Vandeweghe;25;DEN;23.6;7.2;13.1;0.8;1
Dave Greenwood;26;CHI;13.5;16.6;7.4;1.2;1.5
Marques Johnson;27;MIL;19.4;10;18.6;2.1;1
T.R. Dunn;28;DEN;10.2;11.1;9.1;2.8;0.6
Greg Ballard;29;WSB;15.3;10.5;16.5;1.7;0.7
Rick Mahorn;25;WSB;11.3;15.9;6.7;1.1;2.6
Ralph Sampson;23;HOU;20.1;18.3;8.9;1.2;4
Frank Johnson;25;WSB;13.6;4;30.4;1.8;0.1
Jim Paxson;26;POR;19.5;3.8;14.1;2.2;0.2
Julius Erving;33;PHI;22.9;11.2;19.3;2.5;3
Clark Kellogg;22;IND;19.1;14.8;13.7;2.1;0.6
Dave Corzine;27;CHI;13.5;12.4;11.1;1;2.6
Bernard King;27;NYK;22.7;9;11.1;1.4;0.4
Brad Davis;28;DAL;14.4;4.1;27.1;1.7;0.3
Dennis Johnson;29;BOS;12.8;6;16.6;1.7;1.2
Darrell Griffith;25;UTA;16.1;6.7;16.5;2;0.4
Mychal Thompson;29;POR;17.9;15.4;15.9;1.5;2.4
Calvin Natt;27;POR;16.9;10.7;9.3;1.2;0.5
Ricky Sobers;31;WSB;13.2;4;22.2;2.2;0.4
Kareem Abdul-Jabbar;36;LAL;21.3;12.7;11.5;1;2.9
Moses Malone;28;PHI;21.8;20.6;5.7;1.3;2.4
Dan Roundfield;30;ATL;18.9;15.8;11.4;1.2;1.7
Gene Banks;24;SAS;15.4;11.9;12;1.8;0.5
George Gervin;31;SAS;19.3;6.4;12.5;1.4;0.9
Lewis Lloyd;24;HOU;16.3;6.2;17.6;1.8;0.9
Kevin McHale;26;BOS;20;13.4;6;0.4;2.7
Lester Conner;24;GSW;15.1;6.5;20.9;2.9;0.3
Tom Chambers;24;SEA;16.6;11.8;7.9;0.9;1.1
Magic Johnson;24;LAL;22.6;10.8;42.5;2.7;1
Andrew Toney;26;PHI;17.3;4.3;23.7;1.3;0.5
Sleepy Floyd;23;GSW;14.6;5.8;15.1;1.9;0.7
Walter Davis;29;PHO;18.5;4.6;25;2;0.3
Orlando Woolridge;24;CHI;15.9;8.3;8.9;1.3;1.4
James Donaldson;26;SDC;15.3;14.6;4.6;0.8;3
John Long;27;DET;14.9;6.1;11.1;1.7;0.4
Jamaal Wilkes;30;LAL;15.4;7.7;11.3;1.3;0.9
Caldwell Jones;33;HOU;10.9;12.5;7.6;0.8;1.7
Cedric Maxwell;28;BOS;13.5;10.5;10.5;1.2;0.5
Jerry Sichting;27;IND;13.9;3.8;25.7;1.7;0.2
Maurice Cheeks;27;PHI;16.4;4.7;27.7;3.3;0.5
Kelly Tripucka;24;DET;16.8;6.5;12.8;1.2;0.4
Pat Cummings;27;DAL;13.8;15.3;8.7;1.2;0.5
Bill Cartwright;26;NYK;18.5;15.9;6.4;0.9;2.4
Kenny Carr;28;POR;17.3;15.5;9.1;1.3;0.8
Quintin Dailey;23;CHI;15.8;5.5;17.6;2.1;0.3
Rory Sparrow;25;NYK;12.4;4.7;31.2;2;0.2
Junior Bridgeman;30;MIL;14.3;7.8;16.7;1.1;0.3
Steve Stipanovich;23;IND;12.6;12.8;9.9;1.4;1.6
Darryl Dawkins;27;NJN;17.6;12.8;7.2;1.2;3.3
James Worthy;22;LAL;16.5;12;11.1;1.5;1.6
Kyle Macy;26;PHO;13.2;4.5;18.8;2.4;0.1
Cliff Robinson;23;CLE;16.6;17.8;12.3;1;0.8
Michael Cooper;27;LAL;14.1;6.2;23.5;2.2;1.5
World B. Free;30;CLE;18.8;5.2;16.3;2;0.2
Larry Drew;25;KCK;16.5;3.5;34.3;2.4;0.2
Tree Rollins;28;ATL;14.2;14.4;3.8;0.7;7
Maurice Lucas;31;PHO;18.1;18.4;12;1.1;1
Kurt Nimphius;25;DAL;13;13;9.8;0.9;3.6
Herb Williams;25;IND;14.8;13.4;13.7;1.2;2.7
Al Wood;25;SEA;14.9;7;11.2;1.4;0.8
Ray Williams;29;NYK;17.4;7.3;30.3;3.5;0.7
Danny Vranes;25;SEA;10.7;10.3;8;1.1;1.4
Otis Birdsong;28;NJN;16.8;4.5;19.1;1.8;0.5
Mark Olberding;27;KCK;11.5;11.7;11.5;1.1;0.7
Ennis Whatley;21;CHI;13.5;5.2;43.4;2.7;0.5
Mark Eaton;27;UTA;12.3;14.6;6.4;0.5;8.5
Truck Robinson;32;NYK;10.4;15.5;6.1;1;0.8
Mitchell Wiggins;24;CHI;13.7;8.9;13.8;2.4;0.3
Mickey Johnson;31;GSW;15.3;13.3;14.4;2.2;0.8
Albert King;24;NJN;15.6;10.5;14;2;0.9
Lonnie Shelton;28;CLE;12.6;10.3;12.7;1.8;1.5
Larry Smith;26;GSW;12.1;17.5;4.5;1.4;0.6
Gerald Henderson;28;BOS;14.7;4;19.8;2.7;0.4
Reggie King;26;SEA;11.7;12.8;11.2;1.2;0.6
Rodney McCray;22;HOU;14.4;11.6;10.8;1.2;1.4
Johnny Davis;28;ATL;14.3;3.8;24.4;1.5;0.2
Dan Issel;35;DEN;21.1;13;11.6;1.3;1.1
George Johnson;27;IND;15.3;12.3;14;1.9;1.3
Butch Carter;25;IND;13.5;4.1;15;2.9;0.4
Geoff Huston;26;CLE;13.3;2.7;29.9;0.9;0
Artis Gilmore;34;SAS;18.8;17.3;4.3;0.8;3.4
Phil Ford;27;HOU;10.4;3.7;24.5;1.3;0.2
Fat Lever;23;POR;15.8;6.4;24.3;3.2;0.9
Thurl Bailey;22;UTA;12.9;12.1;8.4;0.9;3.1
Allen Leavell;26;HOU;15.9;3.1;29.7;2.4;0.3
Bob Lanier;35;MIL;17.7;12.9;13.9;1.4;1.5
Jeff Malone;22;WSB;11.3;4.6;12.1;0.6;0.4
Alton Lister;25;MIL;12.5;17.5;7.7;1;4.2
Jeff Cook;27;CLE;11.2;14.1;8.4;1.7;1.4
Doc Rivers;22;ATL;14.9;6.5;23.7;3.3;0.9
Kelvin Ransey;25;NJN;14;3.7;33;2.2;0.2
Robert Reid;28;HOU;14.5;9.5;15.3;2.1;0.8
Rob Williams;22;DEN;13.3;5.3;29;1.9;0.1
LaSalle Thompson;22;KCK;16.9;21.1;6.3;1.7;4.3
Vinnie Johnson;27;DET;15.9;6.6;19.4;1.1;0.6
James Edwards;28;PHO;16.2;10.7;13.9;0.6;0.9
Eddie Johnson;28;ATL;14.2;4.4;31.5;1.5;0.2
Darnell Valentine;24;POR;13.8;4;26.6;2.7;0.2
Billy Knight;31;KCK;14.3;7.7;12.1;1.3;0.2
Darwin Cook;25;NJN;14.5;4.8;25.4;4.1;1.1
Roy Hinson;22;CLE;10.4;15.3;5;0.8;4.6
Mike Woodson;25;KCK;15.9;5.4;14;2.1;0.9
John Lucas;30;SAS;18.1;5.3;45.1;2.3;0.1
Phil Hubbard;27;CLE;15.9;12;7.2;1.9;0.2
John Drew;29;UTA;20.5;9.9;12;2.2;0.1
Greg Kelser;26;SDC;14.6;12.4;6.8;1.8;1
Edgar Jones;27;SAS;14.9;13.5;6;1.6;3.1
Bobby Jones;32;PHI;16.7;10.4;14.8;2.9;3.4
Cliff Levingston;23;DET;14.8;16.6;7.6;1.2;2.5
Kent Benson;29;DET;14;12.6;9.2;1.9;1.7
Jeff Wilkins;28;UTA;10.9;13.8;5.5;0.7;1.3
Paul Thompson;22;CLE;14.9;10.2;10.5;2;1.3
Paul Pressey;25;MIL;14.5;9.3;20.7;2.5;1.7
Clemon Johnson;27;PHI;9.1;13.1;4.3;1;2.2
John Bagley;23;CLE;12.8;5.2;27.9;2.2;0.1
Derek Harper;22;DAL;10.5;5.8;17.7;2.7;0.7
Mike Evans;28;DEN;10.4;4.3;20.1;1.6;0.1
Rich Kelley;30;UTA;9.7;15.4;11.3;1.5;0.9
Wayne Cooper;27;POR;15.8;17;6.2;0.7;3.8
Mike Gminski;24;NJN;14.1;14.9;7.2;1;2.5
Johnny Moore;25;SAS;17.5;5.7;40.9;3.4;0.6
Louis Orr;25;NYK;12.4;8.4;5.4;2;0.6
Byron Scott;22;LAL;13.4;5.7;14;2.3;0.6
Terry Tyler;27;DET;13.2;9.5;6.3;1.8;2
Rod Higgins;24;CHI;10.1;7.5;10.4;1.5;1.1
Craig Hodges;23;SDC;8.7;3.1;9.8;1.8;0
Clint Richardson;27;PHI;10;6;14;1.5;0.8
Marc Iavaroni;27;PHI;8.1;11.5;8.3;1.1;2.1
Fred Roberts;23;SAS;12.6;10.6;7.6;1.5;1.3
Bill Garnett;23;DAL;12.3;12.6;10.3;1.4;2.4
Mike Glenn;28;ATL;15.5;4;18.8;1.5;0.2
Joe Meriweather;30;KCK;10.9;13.4;4.5;1.1;2.3
Bill Walton;31;SDC;17.9;18.3;17.1;1.4;3.3
Bill Hanzlik;26;DEN;10.6;7.3;19;2;0.7
Bob McAdoo;32;LAL;15.9;11.2;6.9;1.3;1.8
Alvan Adams;29;PHO;16.6;12.9;20.3;2.4;1.2
Mike Bratz;28;GSW;12.9;5.5;23.9;2.7;0.2
Mike McGee;24;LAL;14.7;7.7;7.8;1.6;0.2
Rod Foster;23;PHO;11.9;4.9;16.2;1.8;0.4
Jay Vincent;24;DAL;12.1;10.1;11;1;0.4
Danny Schayes;24;DEN;12.9;16;7.4;1;2.2
Clyde Drexler;21;POR;14.5;9.9;14.7;3.6;1.2
Michael Brooks;25;SDC;14;13.8;8.1;1.7;0.5
Richard Anderson;23;DEN;14.6;15.5;17.6;1.4;1.1
Sam Williams;24;PHI;13;13.5;6.2;2.2;4.3
Don Buse;33;KCK;13.4;5;29.4;3;0
Darrell Walker;22;NYK;15.9;7.7;31.1;4.6;0.7
Derek Smith;22;SDC;14;7.4;8.6;1.2;0.9
Tom McMillen;31;WSB;12.3;9;8.4;0.5;0.8
Marvin Webster;31;NYK;10.7;17.2;5.4;1.3;4.7
Micheal Ray Richardson;28;NJN;15.1;7.6;23;3.7;0.9
Jon Sundvold;22;SEA;12.1;4;26.4;1.1;0
Ricky Pierce;24;SDC;13.2;6;6.6;1;0.6
Quinn Buckner;29;BOS;9.4;6.2;21.5;3.2;0.1
Sidney Lowe;24;IND;12.2;5.4;27.7;3.5;0.2
Trent Tucker;24;NYK;13.6;6.4;16.8;2.5;0.4
Jim Thomas;23;IND;12.1;6.8;14.9;2.3;0.3
Mike O'Koren;25;NJN;10;8.4;10.5;1.3;0.5
James Bailey;26;HOU;15.5;13.5;9.3;1.3;1.9
Darren Daye;23;WSB;12.3;9.3;21.8;1.6;0.6
Audie Norris;23;POR;8.7;13.2;8.1;1.2;1.7
Harvey Catchings;32;MIL;6.7;13.3;4.6;1.1;4.1
Danny Ainge;24;BOS;10.4;5.7;18.4;1.7;0.2
Steve Hawes;33;SEA;9.5;10.8;11.1;1;0.8
Scott Hastings;23;ATL;10.3;13.6;5.7;1.8;1.9
Fred Brown;35;SEA;17.1;3.1;26.6;2.1;0.1
Ernie Grunfeld;28;NYK;9.6;6.6;13.7;1.9;0.4
Randy Wittman;24;ATL;9.3;3.8;10;0.8;0
Dale Ellis;23;DAL;15.1;13.7;7.6;1.9;0.5
Granville Waiters;23;IND;10.4;12.1;7.7;1.1;4.6
Tiny Archibald;35;MIL;10.6;4.2;21.1;1.6;0
Mark McNamara;24;SAS;11.9;16.3;3.6;0.6;0.6
Jerry Eaves;24;UTA;10.6;4.3;24.7;1.5;0.2
Lorenzo Romar;25;MIL;14.9;5.2;27.1;2.7;0.5
Elvin Hayes;38;HOU;10.3;14.1;9.1;0.7;1.5
Charles Pittman;25;PHO;11.3;12.7;8.8;0.8;1.3
Ed Nealy;23;KCK;9.2;13.2;6.3;2;0.5
Don Collins;25;GSW;12.4;7.3;10.1;2.1;0.8
Bill Willoughby;26;NJN;11.2;11.8;7.7;1.1;1.5
Kevin Grevey;30;MIL;13.1;5;12.1;1.4;0.3
Kevin McKenna;25;IND;10.8;5.7;17.5;2.3;0.3
Jerome Whitehead;27;SDC;12.2;15.1;2.7;0.9;0.7
Scott Wedman;31;BOS;9.9;8.6;9.8;1.4;0.4
Earl Cureton;26;DET;8.6;16.8;4.6;1.2;1.9
Reggie Theus;26;KCK;15.3;5.3;33.4;1.5;0.6
Steve Johnson;26;KCK;15.2;16.1;10.4;1.1;3
Jawann Oldham;26;CHI;10;15.4;5.4;0.8;5.1
Paul Westphal;33;PHO;14.6;2.9;22.4;2.2;0.4
Ben Poquette;28;CLE;9.6;12.1;7.5;1.1;2.3
Brook Steppe;24;IND;13.9;7.9;13.2;1.9;0.4
Rick Robey;28;PHO;12.8;13.5;9.9;1.1;0.9
Billy McKinney;28;SDC;11.7;3.6;25.1;1.5;0
Paul Mokeski;27;MIL;8.9;11.3;7.1;0.7;2
Len Elmore;31;NYK;6.1;12.1;4.6;1.7;2.2
Swen Nater;34;LAL;10.8;18;3.9;1.4;0.5
Reggie Johnson;26;NJN;11.3;9.6;6.5;1.4;1.3
Rickey Brown;25;ATL;9;13.2;5.3;1.2;1.7
Ron Brewer;28;SAS;9.9;3.4;7.2;1;1.1
Kurt Rambis;25;LAL;10.9;20.2;5.1;1.9;1
Stewart Granger;22;CLE;10.1;4.2;25.4;1.6;0
Alvin Scott;28;PHO;7.6;8;7.6;1.2;1.6
Darren Tillis;23;GSW;9.5;13.7;4.4;0.8;4.6
Howard Carter;22;DEN;12;6.6;13.2;1.2;0.3
Ronnie Lester;25;CHI;12.5;3.8;34.3;2.1;0.5
Joe Kopicki;23;WSB;13.4;14.3;9.1;1.1;0.4
Sidney Green;23;CHI;9.2;15;5.5;1.3;1.5
Jeff Lamp;24;POR;12.7;5.7;10.7;1.6;0.4
Franklin Edwards;24;PHI;7.9;5.1;19.1;2.3;0.4
Terry Teagle;23;HOU;11.8;6.8;14.5;1;0.4
Wally Walker;29;HOU;10.9;8.1;12;1.3;0.4
Hank McDowell;24;SDC;9.6;14.4;7.7;1.1;0.2
Reggie Theus;26;CHI;12.9;4.4;35.1;1.7;0.3
Steve Johnson;26;CHI;14.2;16.1;4.8;1.2;2
Mike Sanders;23;PHO;10.5;10.3;9.8;1.9;1.2
M.L. Carr;33;BOS;7.8;7.3;10.7;1.4;0.4
Elston Turner;24;DAL;9.9;10.1;13.7;2.4;0
Keith Edmonson;23;SAS;16.2;7.2;7.2;1.9;0.6
Scooter McCray;23;SEA;8.7;12.6;10.8;1;2
Johnny High;26;PHO;4.5;7.5;11.1;3.7;1.2
Billy Paultz;35;ATL;6.6;13.3;5;0.8;0.9
Calvin Garrett;27;LAL;10.2;8.4;8;1.2;0.2
Ray Tolbert;25;DET;10.5;11;6.7;1.2;2.3
Major Jones;30;HOU;12.4;13.1;7.4;1.4;1.6
Randy Breuer;23;MIL;9.2;13.1;5;1.2;4.7
Pace Mannion;23;GSW;8.5;6.8;12.8;2.5;0.2
Dane Suttle;22;KCK;15.3;5.6;14.9;2;0
Charles Davis;25;WSB;13.4;12.9;10.4;1.5;1.2
Sedale Threatt;22;PHI;6.6;4.9;12.4;1.4;0.2
John Paxson;23;SAS;12.7;3.8;38.5;1;0.2
Leroy Combs;23;IND;13.5;6.9;12.4;2.4;2.3
Bob Hansen;23;UTA;7.6;6;13.9;1.6;0.5
Kenny Dennard;25;DEN;7.6;12.8;12;2.4;1
Mike Dunleavy;29;MIL;16.4;3.9;28;1.5;0.1
Eric Fernsten;30;NYK;9.6;13;3.5;1.9;1.2
Foots Walker;32;NJN;9.4;4.7;25.9;2.5;0.5
Larry Spriggs;24;LAL;9.6;9.5;9.7;1.5;0.6
Chris Engler;24;GSW;5.3;14.7;3.8;1.2;0.5
Russell Cross;22;GSW;15.3;12.6;8.8;1.6;1.1
David Thompson;29;SEA;20;7.2;6;1.4;2.1
Mark Landsberger;28;ATL;8.1;20.3;3.9;0.9;0.5
Larry Micheaux;23;KCK;16.1;19.4;7.7;3;1.9
Pete Verhoeven;24;POR;12;11;8;3.2;2
Mitch Kupchak;29;LAL;7;15.2;2.5;0.6;1
Wallace Bryant;24;CHI;9.6;14.5;6.2;1.4;2
J.J. Anderson;23;UTA;11.6;10.6;9.6;2.2;1.5
Rory White;24;PHO;15.3;11.8;6.4;2;0.4
Wes Matthews;24;PHI;10;4.5;30.6;1.8;0.4
David Thirdkill;23;DET;5.9;5.7;10.9;1.6;0.6
John Garris;24;CLE;18.5;16.4;5.7;1.5;1.3
Tom Boswell;30;UTA;10.2;12.9;7.6;1.6;0
Sly Williams;26;ATL;9.3;11.1;9.1;2.7;0.2
Bryan Warrick;24;WSB;6.9;5;23.1;1.7;0.7
Steve Hayes;28;SEA;8.9;13.9;6.7;1;4
Mike Gibson;23;WSB;8.6;16.8;5.3;1.1;1.8
Lionel Hollins;30;DET;10.5;5.4;34.1;2.8;0.3
Ron Brewer;28;GSW;8.6;3.4;3.8;1.3;1.3
Mark West;23;DAL;4.1;13.2;7.7;0.2;4.2
Kevin Williams;22;SAS;9.9;3.5;25.2;1.8;1
Greg Kite;22;BOS;6.8;17.9;4.7;0.2;1.4
Anthony Roberts;28;DEN;6.7;13.6;8;1.1;0.3
Leo Rautins;23;PHI;6.2;9.6;20;2.2;0.6
Eddie Jordan;29;POR;7.6;4.2;25.2;5.4;0
Armond Hill;30;ATL;6.5;3.2;26.3;1.9;0
Clay Johnson;27;SEA;6.8;3.9;10.5;2.2;0.6
Dave Robisch;34;KCK;9.4;10.2;4.8;0.9;0.3
Dave Robisch;34;DEN;3.6;7.8;10.2;0;0.4
Kevin Loder;24;KCK;9.9;7.7;14.1;1.1;2.1
Carlos Clark;23;BOS;12.1;7.6;17.7;3;0.4
Walker Russell;23;DET;9;8.5;22.1;1.6;0
Charlie Criss;35;ATL;11;5.8;26.6;1.4;0
Charlie Criss;35;MIL;10.6;4.8;20.9;2.3;0
Keith Edmonson;23;DEN;12.2;9.4;9.1;1.7;0.5
Wes Matthews;24;ATL;19.1;2.4;33.8;2.6;0.6
Tom Piotrowski;23;POR;9.2;12.1;8.4;0.6;2.3
Roger Phegley;27;DAL;2.6;6.9;15;0.6;0
Rudy Macklin;25;NYK;9;10.3;6.9;0.7;0
John Pinone;22;ATL;7.8;8.8;6.5;1.5;0.9
Craig Ehlo;22;HOU;8.2;7.7;12.4;2.2;0
Sam Williams;24;GSW;17.7;12;4.8;4.7;2.9
Jim Spanarkel;26;DAL;16.8;7.5;11.9;5.4;0
Bruce Kuczenski;22;IND;-2;9.8;5.1;0;0
Rory White;24;MIL;7.1;10.1;3.1;2.2;1.3
Bruce Kuczenski;22;PHI;-5.6;8.5;6.1;1.2;1.4
Charles Bradley;24;SEA;0.5;4.4;16.1;0;1.4
Brant Weidner;23;SAS;5.4;15.4;0;0;2.7
Dave Robisch;34;SAS;4.8;11.5;3.1;0;0
Dave Batton;27;SAS;6.4;6.9;11.8;0;5
Ken Austin;22;DET;5.6;5.7;4.8;1.7;2
Bruce Kuczenski;22;NJN;9.4;16.3;18.6;0;0
Eddie Jordan;29;LAL;4.9;8.4;22.4;6.9;0
Michael Wilson;24;WSB;-5.5;2.2;13.7;0;0
Geoff Crompton;28;CLE;0.9;22.2;5.4;2.1;2.6
Rory White;24;SDC;7.6;11.9;0;0;0
Hutch Jones;24;SDC;-8.4;0;0;2.6;0
Linton Townes;24;SDC;9.6;3.3;7.9;2.8;6.4
Mark Jones;22;NJN;14.7;7.1;43.1;0;0
Lorenzo Romar;25;GSW;8.9;3.6;8.8;0;0
Darrell Lockhart;23;SAS;1.6;11.4;0;0;0
Steve Lingenfelter;25;SAS;2.7;15.2;7.9;0;0
DeWayne Scales;25;WSB;8.4;13.4;0;3.8;0
Roger Phegley;27;SAS;20.7;9.7;22.8;0;0
